Company Name,Job Title,Job Description,Minimum Qualification,Location,Total Experience,Key Skills,Salary/Wage Type,Nature of Job,Salary,Number of Openings,Search Keyword
Apna (On behalf of Quess Corp Limited)Click here for more details,Meter Installation,"*Walk-In Interview - Electrician (Installer)* 

 *Date:* Wednesday , 30th July 2025
 *Time:* 9:00 AM - 4:00 PM
 *Job Locations:* All across *Mumbai*
 *Interview Venue:* Quess Corp Ltd, Ahura Centre, B-Wing, 5th Floor, Mahakali Caves Rd, Andheri East, Mumbai - 400093

 *Apply Now:* https://forms.gle/hb6gjFqcqZw4F6F79

 Role: Meter Installation

 *Eligibility:* ITI Electrician/Wireman preferred or basic electrical knowledge. Own bike + valid license

 *Earnings:* Urban: 90-100/meter (e.g. 700 meters = 70,000) Rural: 120-135/meter (e.g. 700 meters = 94,500)

 *Top Earner Last Month: 1,40,500*

 *Contact:*
Subhash Yadav -9769014424

Regards,
Quess Corp",Apna (On behalf of Quess Corp Limited)Click here for more details,"SindhudurgDistrict: Sindhudurg, State: Maharashtra",0 - 31,"wires, Electrical Works, Electrical Wiring, Electrical Equipments, Wiring circuits, Electrical installation knowledge, Electrical connections",Monthly,Full Time,35000 - 95000,1,electrician
Apna (On behalf of Quess Corp Limited)Click here for more details,Meter Installation,"*Walk-In Interview - Electrician (Installer)* 

 *Date:* Wednesday , 30th July 2025
 *Time:* 9:00 AM - 4:00 PM
 *Job Locations:* All across *Mumbai*
 *Interview Venue:* Quess Corp Ltd, Ahura Centre, B-Wing, 5th Floor, Mahakali Caves Rd, Andheri East, Mumbai - 400093

 *Apply Now:* https://forms.gle/hb6gjFqcqZw4F6F79

 Role: Meter Installation

 *Eligibility:* ITI Electrician/Wireman preferred or basic electrical knowledge. Own bike + valid license

 *Earnings:* Urban: 90-100/meter (e.g. 700 meters = 70,000) Rural: 120-135/meter (e.g. 700 meters = 94,500)

 *Top Earner Last Month: 1,40,500*

 *Contact:*
Subhash Yadav -9769014424

Regards,
Quess Corp",Apna (On behalf of Quess Corp Limited)Click here for more details,"MumbaiDistrict: Mumbai, State: Maharashtra",0 - 31,"wires, Electrical Works, Electrical Wiring, Electrical Equipments, Wiring circuits, Electrical installation knowledge, Electrical connections",Monthly,Full Time,35000 - 95000,1,electrician
Apna (On behalf of S.S.Power Solution)Click here for more details,Panel Wireman,"Job Type: Full-Time
Location: [BAJRI INDUSTRIAL FARIDABAD]
Experience: 13 years (preferred)
Education: 12TH PLUS)

Let me know if you'd like to tailor this for a specific industry or product.You said:panel wiring job describtionChatGPT said:Heres a professional Panel Wiring Job Description suitable for job postings or recruitment:

Job Title: Panel Wiring Technician / Electrician
Job Description:
We are seeking a skilled and detail-oriented Panel Wiring Technician to join our electrical team. The candidate will be responsible for assembling, wiring, and testing electrical control panels based on technical drawings and wiring diagrams. This role is critical to ensuring our systems meet high standards of quality and safety.

Key Responsibilities:
Read and interpret electrical schematics, wiring diagrams, and layout drawings.

Perform wiring and assembly of electrical control panels, junction boxes, and switchgear.

Install and terminate wires, cables, relays, circuit breakers, and other electrical components.

Ensure all wiring work complies with safety regulations and industry standards.

Conduct basic functional tests of panels to verify proper operation.

Identify and troubleshoot wiring issues during and after assembly.

Collaborate with engineers and other technicians to meet project timelines and specifications.

Maintain a clean and organized work area and adhere to workplace safety practices.



Desired Candidate Profile:


Education: ITI/Diploma in Electrical or relevant field.


Experience: 13 years in panel wiring or electrical assembly (Freshers with strong knowledge may also apply).

Ability to read and interpret electrical drawings and schematics.

Familiarity with tools and equipment used in electrical wiring and panel assembly.

Good hand-eye coordination and attention to detail.

Understanding of basic electrical safety rules and practices.

Team player with a positive attitude and willingness to learn.

Job Type: Full-Time
Location: [BAJRI INDUSTRIA",Apna (On behalf of S.S.Power Solution)Click here for more details,"FaridabadDistrict: Faridabad, State: Haryana",2 - 31,"Panel Wiring, Electrical Wiring",Monthly,Full Time,15000 - 20000,1,electrician
Apna (On behalf of Ajanta Advertisers)Click here for more details,Electrician,"Company Name: Ajanta Advertisers
Position: Electrician
Location: Bhubaneswar
Experience: 2 to 5 years
Qualification: ITI & DIPLOMA in Electrical Branch
Salary: Rs. 12,000/- to Rs. 20,000/-
Timing- 10am to 10pm

Electrical Wiring, Maintenance and other electrical work.
Ability to do electrical wiring accurately Ability to perform electrical tests, read results and diagnose and repair electrical problems Problem-solving Critical thinking Circuit knowledge Time management Strong work ethic Planning and monitoring the day-to-day activities of work.
Proven experience in supervising field operations
. Having good technical knowledge
 Must have a good phone & Two wheeler
. Petrol expenses will be given extra",Apna (On behalf of Ajanta Advertisers)Click here for more details,N/A,2 - 31,"Panel Wiring, Electrical Wiring, Cable Installation, Wiring circuits, Cabling knowledge",Monthly,Full Time,N/A,1,electrician
Apna (On behalf of Appsys Solutions)Click here for more details,Electrician,Looking for candidates for Electrician,Apna (On behalf of Appsys Solutions)Click here for more details,"BangaloreDistrict: Bangalore, State: Karnataka",0 - 31,Electrician / Wireman,Monthly,Full Time,15000 - 35000,1,electrician
Apna (On behalf of Dynamic Power Corporation)Click here for more details,Electrician,"Monitoring Electrical parameters of the LT Panels like Current, Voltage, PF etc. Attend complaints like tripping issues and replacing faulty light fittings and MCBs with new one.",Apna (On behalf of Dynamic Power Corporation)Click here for more details,"MumbaiDistrict: Mumbai, State: Maharashtra",0 - 31,"wires, Wiring Diagrams, Electrical Works, Electrical Systems, Electrical Wiring, electrical distribution, Electrical Equipments, Electric motors replacement, Wiring circuits, Cabling knowledge, Electrical installation knowledge, Electrical connections, Electrical transmission",Monthly,Full Time,18000 - 25000,1,electrician
Apna (On behalf of 2Coms Consulting Pvt Ltd.)Click here for more details,Motor Vehicles Electrician,"Job Description Auto Electrician 
 Job Description We are seeking a skilledAuto Electricianto handle the installation, repair, and maintenance of electrical systems and electronic components in vehicles. The ideal candidate should be proficient in diagnosing faults using specialized tools and ensuring proper functioning of various electrical parts and accessories.
Key Responsibilities: Install, repair, and maintainelectrical wiring, lighting systems, andelectronic componentsin vehicles
Fit and connect accessories such asGPS systems, car alarms, dashcams, andentertainment systems
Install and configurebatteries, alternators, and starter motors
Use diagnostic tools and equipment toidentify electrical faults and malfunctions
Test vehicle systems usingmultimeters, scan tools, andspecialized diagnostic software
Inspect and troubleshoot components likefuses, relays, andcontrol modules



Requirements Key Requirements: Proven experience as anAuto Electrician
Strong understanding ofvehicle electrical systems and wiring
Ability to operatediagnostic equipment and testing tools
Good communication skills inEnglish
Ability to work long hours and handle on-site electrical challenges efficiently



	Benefits:
Salary:200 to 250 OMR (based on online interview performance)
Accommodation:Fully furnished and provided by the company
Working Hours:12 hours per day
Day Off:EveryFriday
Language Required:English",Apna (On behalf of 2Coms Consulting Pvt Ltd.)Click here for more details,"MumbaiDistrict: Mumbai, State: Maharashtra",1 - 31,Service & Repair,Monthly,Full Time,N/A,1,electrician
Apna (On behalf of Navi Energy)Click here for more details,Solar Energy Specialist,Looking for candidate who can manages services and deliveries of solar system also capable to do solar installation,Apna (On behalf of Navi Energy)Click here for more details,"SuratDistrict: Surat, State: Gujarat",0 - 31,Electrician / Wireman,Monthly,Full Time,10000 - 20000,1,electrician
Apna (On behalf of SolarSquare Energy Pvt Ltd)Click here for more details,Solar Site Supervisor /Solar Technician,"Urgent Requirement



Job Role:Project Co-ordinator

Function: Project Execution

Business Vertical: Residential

Reports To: Project Owner

Job Type: Individual Contributor

Team Size: 6-8 Members

Eligibility Criteria

Education

* 10th with Distinction or 12th - PCM/PCMB group with A grade ++

* ITI - Electrician / Turner / Fitter / Welder from Govt institute with Distinction Or

Diploma - Electrical / Entc / Instrumentation / Mechanical from Govt or autonomous

institute with A grade ++

* Suryamitra Training Programmer with Distinction (Preferred)

Relevant

Professional

Experience

Fresher (from Sauryamitra Training Programme)

Exp: 1+ year in solar installation /

execution

Scope Of Work

Primary Role

* Carrying out site surveys

* Preparation of project BoM & site installation presentations

* On-site installation supervision

* Carrying out Quality Audits

* Meter installation & inverter commission

Technical Need to Have

* Site Survey & Shadow analysis understanding

* Trained for Solar installation

* Basic solar knowledge

* Electrical Hazard & Risk Understanding

* Basic Computer Knowledge in M.S. Word + Excel + Power point

* Rooftop solar installation experience

* Govt Approval related file movement work

* Inverter Commissioning Knowledge

Travel Frequency

* Daily Travel in Base City

* Inter City travel on need basis

* Own Bike is mandatory

Location: Ahmedabad

Contact No: 8179529312",Apna (On behalf of SolarSquare Energy Pvt Ltd)Click here for more details,"AhmedabadDistrict: Ahmedabad, State: Gujarat",1 - 31,solar energy technician,Monthly,Full Time,18000 - 20000,1,electrician
Apna (On behalf of Alien Technologies)Click here for more details,Electrician,"Job Title: Electrician  Smart Devices & Automation
Location: Hyderabad
 Industry: Home Automation / Smart Living Solutions
 Experience: 13 years preferred in electrical installations or automation systems
  

Key Responsibilities:
 Install and configure smart home/office devices (automation switches, sensors, curtains, etc.)
 Read and interpret wiring diagrams and system schematics
 Coordinate with technical teams for successful deployment of automation products
 Visit client sites for installation, setup, and configuration
 Provide hands-on training to clients on how to use smart devices
 Troubleshoot and resolve service tickets or technical complaints
 Maintain proper documentation of all jobs completed
 Ensure safety protocols and wiring standards are followed at all times

  

Skills Required:
 Strong knowledge of electrical wiring and installation practices
 Familiarity with smart devices (Wi-Fi, Zigbee, Z-Wave, etc.) is an added advantage
 Customer service orientation  ability to explain issues and solutions clearly
 Basic communication in English, Hindi, or local language
 Two-wheeler license preferred (for onsite visits)

  

Qualifications:
ITI / Diploma in Electrical or Electronics
Previous experience with automation or low-voltage systems is a plus",Apna (On behalf of Alien Technologies)Click here for more details,"HyderabadDistrict: Hyderabad, State: Telangana",0 - 31,Electrician / Wireman,Monthly,Full Time,10000 - 25000,1,electrician
